ID,Units,Subtotal,Date,FY
44970,6,54.94,10/30/2020,2021
44971,3,74.97,10/30/2020,2021
44973,6,136.94,10/30/2020,2021
44974,3,54.97,10/30/2020,2021
44975,2,16.98,10/30/2020,2021
44976,3,65.97,10/30/2020,2021
44977,5,69.95,10/30/2020,2021
44979,1,14.99,10/30/2020,2021
44980,5,87.95,10/30/2020,2021
44981,8,120.92,10/30/2020,2021
44983,3,66.97,10/30/2020,2021
44984,5,42.95,10/30/2020,2021
44985,4,36.96,10/30/2020,2021
44988,13,154.87,10/31/2020,2021
44989,3,29.97,10/31/2020,2021
44990,2,24.98,10/31/2020,2021
44991,1,9.99,10/31/2020,2021
44992,4,79.96,10/31/2020,2021
44993,3,94.97,10/31/2020,2021
44994,2,32.98,10/31/2020,2021
44995,5,74.95,10/31/2020,2021
44996,7,60.93,10/31/2020,2021
44997,6,61.94,10/31/2020,2021
44998,10,101.9,10/31/2020,2021
44999,2,26.98,10/31/2020,2021
45000,4,55.96,10/31/2020,2021
45001,1,7.99,10/31/2020,2021
45002,6,105.94,10/31/2020,2021
45004,1,49.99,10/31/2020,2021
45006,3,97.97,10/31/2020,2021
45007,5,76.95,10/31/2020,2021
45008,8,110.92,10/31/2020,2021
45009,3,42.97,10/31/2020,2021
45010,3,51.97,10/31/2020,2021
45012,5,75.95,10/31/2020,2021
45013,3,34.97,10/31/2020,2021
45014,3,50.97,10/31/2020,2021
45016,4,35.96,10/31/2020,2021
45017,1,5.99,10/31/2020,2021
45018,2,25.98,10/31/2020,2021
45019,5,43.95,10/31/2020,2021
45020,1,17.99,10/31/2020,2021
45021,3,64.97,10/31/2020,2021
45022,12,291.88,10/31/2020,2021
45023,5,46.95,10/31/2020,2021
45024,1,29.99,10/31/2020,2021
45026,4,69.96,10/31/2020,2021
45027,3,57.97,10/31/2020,2021
45028,3,26.97,10/31/2020,2021
45029,2,21.98,10/31/2020,2021
45030,8,93.92,10/31/2020,2021
45031,15,175.85,10/31/2020,2021
45032,2,16.98,10/31/2020,2021
45033,8,80.92,10/31/2020,2021
45034,1,18.99,10/31/2020,2021
45035,2,25.98,10/31/2020,2021
45036,25,336.25,10/31/2020,2021
45037,3,29.97,10/31/2020,2021
45038,1,18.99,10/31/2020,2021
45039,3,49.97,10/31/2020,2021
45040,5,68.95,10/31/2020,2021
45041,5,58.95,10/31/2020,2021
45042,2,20.98,10/31/2020,2021
45043,4,99.96,10/31/2020,2021
45044,1,24.99,10/31/2020,2021
45045,3,29.97,10/31/2020,2021
45046,5,90.95,10/31/2020,2021
45047,4,67.96,10/31/2020,2021
45048,6,63.94,10/31/2020,2021
45049,3,29.97,10/31/2020,2021
45050,6,79.94,10/31/2020,2021
45053,2,94.98,11/1/2020,2021
45054,1,8.99,11/1/2020,2021
45055,3,31.97,11/1/2020,2021
45056,5,53.31,11/1/2020,2021
45057,2,15.98,11/1/2020,2021
45058,1,9.99,11/1/2020,2021
45059,3,30.97,11/1/2020,2021
45060,4,48.96,11/1/2020,2021
45061,5,74.95,11/1/2020,2021
45062,2,9.98,11/1/2020,2021
45063,12,108.88,11/1/2020,2021
45065,12,159.88,11/1/2020,2021
45066,5,53.95,11/1/2020,2021
45067,4,95.96,11/1/2020,2021
45068,7,146.93,11/1/2020,2021
45069,7,55.89,11/1/2020,2021
45070,4,29.96,11/1/2020,2021
45071,7,109.93,11/1/2020,2021
45074,6,71.94,11/1/2020,2021
45075,18,252.82,11/1/2020,2021
45076,11,234.89,11/1/2020,2021
45077,9,125.91,11/1/2020,2021
45078,1,24.99,11/1/2020,2021
45079,8,87.92,11/1/2020,2021
45080,2,89.98,11/1/2020,2021
45081,6,60.94,11/1/2020,2021
45082,2,24.98,11/1/2020,2021
45083,6,55.94,11/1/2020,2021
45084,4,52.96,11/1/2020,2021
45085,2,29.98,11/1/2020,2021
45086,5,77.95,11/1/2020,2021
45087,1,9.99,11/1/2020,2021
45088,2,31.98,11/1/2020,2021
45089,3,57.97,11/1/2020,2021
45090,1,17.99,11/1/2020,2021
45091,4,69.96,11/1/2020,2021
45092,1,14.99,11/1/2020,2021
45093,12,153.88,11/1/2020,2021
45094,4,19.96,11/1/2020,2021
45096,8,188.92,11/1/2020,2021
45097,3,26.97,11/1/2020,2021
45098,4,43.96,11/1/2020,2021
45099,4,35.96,11/1/2020,2021
45100,1,9.99,11/1/2020,2021
45102,5,83.95,11/1/2020,2021
45103,7,86.93,11/1/2020,2021
45104,4,66.96,11/1/2020,2021
45105,8,259.92,11/1/2020,2021
45106,3,28.97,11/1/2020,2021
45107,1,49.99,11/1/2020,2021
45108,1,24.99,11/1/2020,2021
45109,1,13.99,11/2/2020,2021
45110,10,336.9,11/2/2020,2021
45111,3,61.97,11/2/2020,2021
45113,9,145.91,11/2/2020,2021
45114,2,17.98,11/2/2020,2021
45115,3,36.97,11/2/2020,2021
45117,1,9.99,11/2/2020,2021
45118,6,157.94,11/2/2020,2021
45119,2,34.98,11/2/2020,2021
45120,6,53.94,11/2/2020,2021
45121,3,39.97,11/2/2020,2021
45122,12,119.88,11/2/2020,2021
45123,4,67.96,11/2/2020,2021
45124,6,105.94,11/2/2020,2021
45125,1,14.99,11/2/2020,2021
45126,4,40.96,11/2/2020,2021
45127,4,31.96,11/2/2020,2021
45130,5,157.95,11/2/2020,2021
45131,2,16.98,11/2/2020,2021
45132,3,55.97,11/2/2020,2021
45133,4,46.96,11/2/2020,2021
45134,4,36.96,11/2/2020,2021
45135,3,35.97,11/2/2020,2021
45136,4,61.96,11/2/2020,2021
45137,4,169.96,11/2/2020,2021
45138,3,83.97,11/2/2020,2021
45139,3,51.97,11/2/2020,2021
45140,25,265.71,11/2/2020,2021
45141,10,135.9,11/2/2020,2021
45142,5,102.95,11/2/2020,2021
45144,1,39.99,11/2/2020,2021
45146,17,194.03,11/3/2020,2021
45147,2,41.98,11/3/2020,2021
45151,2,52.98,11/3/2020,2021
45152,4,43.96,11/3/2020,2021
45153,1,10.99,11/3/2020,2021
45154,3,107.97,11/3/2020,2021
45156,6,104.94,11/3/2020,2021
45157,4,57.96,11/3/2020,2021
45158,2,18.98,11/3/2020,2021
45161,9,131.91,11/3/2020,2021
45162,11,210.89,11/3/2020,2021
45163,22,217.74,11/3/2020,2021
45165,1,24.99,11/3/2020,2021
45166,7,78.93,11/3/2020,2021
45167,3,28.97,11/3/2020,2021
45168,4,48.96,11/3/2020,2021
45169,2,119.98,11/3/2020,2021
45170,2,64.98,11/3/2020,2021
45171,3,35.97,11/3/2020,2021
45172,5,125.95,11/3/2020,2021
45173,1,0,11/3/2020,2021
45175,5,93.95,11/3/2020,2021
45176,1,8.99,11/3/2020,2021
45177,1,8.99,11/3/2020,2021
45178,8,125.92,11/3/2020,2021
45180,2,28.98,11/3/2020,2021
45181,2,58.98,11/3/2020,2021
45182,2,15.98,11/3/2020,2021
45184,5,49.95,11/4/2020,2021
45185,12,181.88,11/4/2020,2021
45186,1,18.99,11/4/2020,2021
45187,3,34.97,11/4/2020,2021
45189,4,99.96,11/4/2020,2021
45190,6,98.44,11/4/2020,2021
45192,4,82.96,11/4/2020,2021
45193,4,86.96,11/4/2020,2021
45194,19,320.81,11/4/2020,2021
45195,2,16.98,11/4/2020,2021
45196,2,32.98,11/4/2020,2021
45199,2,34.98,11/4/2020,2021
45201,2,26.98,11/4/2020,2021
45202,6,66.94,11/4/2020,2021
45203,8,62.92,11/4/2020,2021
45205,2,49.98,11/4/2020,2021
45206,3,35.97,11/4/2020,2021
45208,5,46.95,11/5/2020,2021
45209,1,9.99,11/5/2020,2021
45210,2,19.98,11/5/2020,2021
45212,3,29.97,11/5/2020,2021
45213,4,34.96,11/5/2020,2021
45214,7,84.93,11/5/2020,2021
45215,2,59.98,11/5/2020,2021
45216,3,32.97,11/5/2020,2021
45218,4,71.96,11/5/2020,2021
45219,3,38.97,11/5/2020,2021
45220,4,40.96,11/5/2020,2021
45221,3,19.97,11/5/2020,2021
45222,2,21.98,11/5/2020,2021
45224,5,55.95,11/5/2020,2021
45225,6,53.94,11/5/2020,2021
45226,7,121.93,11/5/2020,2021
45227,11,216.89,11/5/2020,2021
45229,3,21.97,11/5/2020,2021
45230,6,55.94,11/5/2020,2021
45231,2,49.98,11/5/2020,2021
45232,5,54.95,11/5/2020,2021
45233,6,279.34,11/5/2020,2021
45234,3,39.97,11/5/2020,2021
45235,1,38.99,11/5/2020,2021
45236,9,165.91,11/5/2020,2021
45237,7,148.93,11/5/2020,2021
45238,1,9.99,11/5/2020,2021
45239,1,24.99,11/5/2020,2021
45241,14,238.36,11/5/2020,2021
45243,3,69.97,11/5/2020,2021
45245,1,24.99,11/6/2020,2021
45246,1,19.99,11/6/2020,2021
45247,5,59.91,11/6/2020,2021
45248,4,41.96,11/6/2020,2021
45249,12,178.88,11/6/2020,2021
45250,2,35.98,11/6/2020,2021
45251,2,19.98,11/6/2020,2021
45252,4,63.96,11/6/2020,2021
45253,3,104.97,11/6/2020,2021
45254,2,26.98,11/6/2020,2021
45255,5,66.95,11/6/2020,2021
45256,3,51.97,11/6/2020,2021
45257,2,38.98,11/6/2020,2021
45258,7,107.93,11/6/2020,2021
45259,1,19.99,11/6/2020,2021
45260,4,80.96,11/6/2020,2021
45261,1,49.99,11/6/2020,2021
45262,3,34.97,11/6/2020,2021
45263,1,7.99,11/6/2020,2021
45264,1,13.99,11/6/2020,2021
45265,4,110.96,11/6/2020,2021
45266,3,46.97,11/6/2020,2021
45267,3,57.97,11/6/2020,2021
45268,4,102.96,11/6/2020,2021
45269,2,19.98,11/6/2020,2021
45270,1,8.99,11/6/2020,2021
45271,3,25.97,11/6/2020,2021
45272,3,31.97,11/6/2020,2021
45273,9,140.91,11/6/2020,2021
45274,5,98.95,11/6/2020,2021
45275,2,44.98,11/6/2020,2021
45276,1,8.99,11/6/2020,2021
45277,7,31.39,11/6/2020,2021
45278,6,59.9,11/6/2020,2021
45280,2,13.98,11/6/2020,2021
45281,3,46.97,11/7/2020,2021
45282,8,76.92,11/7/2020,2021
45285,5,108.95,11/7/2020,2021
45286,7,122.93,11/7/2020,2021
45287,4,56.96,11/7/2020,2021
45289,6,81.94,11/7/2020,2021
45290,2,7.98,11/7/2020,2021
45291,1,24.99,11/7/2020,2021
45292,1,6.99,11/7/2020,2021
45293,2,27.98,11/7/2020,2021
45296,3,106.97,11/7/2020,2021
45297,5,66.95,11/7/2020,2021
45298,2,35.98,11/7/2020,2021
45299,3,39.97,11/7/2020,2021
45300,3,11.97,11/7/2020,2021
45301,6,102.94,11/7/2020,2021
45302,3,44.97,11/7/2020,2021
45303,2,29.98,11/7/2020,2021
45304,26,383.74,11/7/2020,2021
45305,8,61.92,11/7/2020,2021
45306,2,17.98,11/7/2020,2021
45307,9,229.91,11/7/2020,2021
45308,4,36.96,11/7/2020,2021
45310,1,17.99,11/7/2020,2021
45311,5,156.95,11/7/2020,2021
45313,4,37.96,11/7/2020,2021
45315,10,97.9,11/7/2020,2021
45316,2,18.98,11/7/2020,2021
45317,2,23.98,11/7/2020,2021
45318,2,23.98,11/7/2020,2021
45319,4,49.96,11/7/2020,2021
45321,5,55.95,11/7/2020,2021
45322,2,21.98,11/7/2020,2021
45323,3,8.97,11/7/2020,2021
45324,2,23.98,11/7/2020,2021
45325,2,19.98,11/7/2020,2021
45326,3,48.97,11/7/2020,2021
45330,1,29.99,11/8/2020,2021
45331,7,194.93,11/8/2020,2021
45332,13,158.87,11/8/2020,2021
45333,1,8.99,11/8/2020,2021
45334,4,52.96,11/8/2020,2021
45336,13,261.87,11/8/2020,2021
45337,4,95.96,11/8/2020,2021
45338,1,18.99,11/8/2020,2021
45339,14,242.86,11/8/2020,2021
45341,13,271.83,11/8/2020,2021
45343,15,276.85,11/8/2020,2021
45345,4,46.96,11/8/2020,2021
45346,3,60.97,11/8/2020,2021
45347,2,23.98,11/8/2020,2021
45348,3,67.97,11/8/2020,2021
45349,6,128.94,11/8/2020,2021
45350,3,64.97,11/8/2020,2021
45351,1,24.99,11/8/2020,2021
45352,3,50.97,11/8/2020,2021
45353,3,64.97,11/8/2020,2021
45356,11,100.89,11/8/2020,2021
45357,5,48.95,11/8/2020,2021
45359,7,99.93,11/8/2020,2021
45360,17,314.44,11/8/2020,2021
45361,9,90.91,11/8/2020,2021
45362,1,53.6,11/11/2020,2021
45363,5,54.95,11/8/2020,2021
45364,12,135.88,11/8/2020,2021
45365,3,40.97,11/8/2020,2021
45366,11,142.89,11/8/2020,2021
45368,1,26.99,11/9/2020,2021
45369,2,22.98,11/9/2020,2021
45370,1,9.99,11/9/2020,2021
45372,2,47.98,11/9/2020,2021
45374,9,262.91,11/9/2020,2021
45375,1,8.99,11/9/2020,2021
45376,3,26.97,11/9/2020,2021
45377,17,199.83,11/9/2020,2021
45379,3,76.97,11/9/2020,2021
45380,19,345.81,11/9/2020,2021
45381,1,29.99,11/9/2020,2021
45382,2,14.98,11/9/2020,2021
45383,4,44.96,11/9/2020,2021
45384,1,9.99,11/9/2020,2021
45385,5,168.95,11/9/2020,2021
45387,3,36.97,11/9/2020,2021
45388,3,34.97,11/10/2020,2021
45389,2,24.98,11/9/2020,2021
45390,4,37.96,11/9/2020,2021
45391,3,47.97,11/9/2020,2021
45392,4,77.96,11/9/2020,2021
45394,3,164.97,11/9/2020,2021
45395,2,33.98,11/9/2020,2021
45396,1,28.99,11/9/2020,2021
45397,6,60.94,11/9/2020,2021
45398,4,73.96,11/9/2020,2021
45399,3,86.97,11/9/2020,2021
45400,5,85.95,11/9/2020,2021
45401,4,46.96,11/9/2020,2021
45402,14,344.86,11/9/2020,2021
45403,2,16.98,11/9/2020,2021
45405,5,157.95,11/9/2020,2021
45406,2,28.98,11/9/2020,2021
45407,2,31.98,11/9/2020,2021
45408,5,69.95,11/9/2020,2021
45409,7,107.93,11/9/2020,2021
45411,11,109.89,11/9/2020,2021
45412,9,317.91,11/9/2020,2021
45413,4,32.96,11/9/2020,2021
45415,2,46.98,11/9/2020,2021
45416,1,17.99,11/9/2020,2021
45417,10,153.47,11/9/2020,2021
45418,7,106.93,11/10/2020,2021
45419,5,77.95,11/10/2020,2021
45420,1,8.99,11/10/2020,2021
45421,12,168.38,11/10/2020,2021
45422,2,21.98,11/10/2020,2021
45423,2,10.98,11/10/2020,2021
45425,2,25.98,11/10/2020,2021
45427,1,8.99,11/10/2020,2021
45428,3,41.97,11/10/2020,2021
45429,4,47.96,11/10/2020,2021
45430,2,19.98,11/10/2020,2021
45431,11,173.89,11/10/2020,2021
45432,2,37.98,11/10/2020,2021
45433,2,21.98,11/10/2020,2021
45434,2,97.98,11/10/2020,2021
45435,1,37,11/10/2020,2021
45436,2,20.98,11/10/2020,2021
45437,7,101.93,11/10/2020,2021
45439,3,24.97,11/10/2020,2021
45440,1,10.99,11/10/2020,2021
45442,5,180.95,11/10/2020,2021
45443,3,139.97,11/10/2020,2021
45444,3,40.47,11/10/2020,2021
45445,5,184.95,11/10/2020,2021
45446,4,67.96,11/10/2020,2021
45447,1,14.99,11/10/2020,2021
45448,2,64.98,11/10/2020,2021
45449,6,42.94,11/10/2020,2021
45450,3,107.97,11/10/2020,2021
45451,5,92.95,11/10/2020,2021
45452,7,79.93,11/10/2020,2021
45453,1,17.99,11/12/2020,2021
45456,1,53.6,11/11/2020,2021
45457,2,32.98,11/11/2020,2021
45458,6,111.94,11/11/2020,2021
45460,4,40.96,11/11/2020,2021
45461,10,194.9,11/11/2020,2021
45463,1,4.99,11/11/2020,2021
45464,8,161.92,11/11/2020,2021
45465,1,8.99,11/11/2020,2021
45466,10,235.9,11/11/2020,2021
45467,6,141.94,11/11/2020,2021
45468,2,21.98,11/11/2020,2021
45469,1,12.99,11/11/2020,2021
45471,3,36.97,11/11/2020,2021
45472,4,37.96,11/11/2020,2021
45473,6,105.94,11/11/2020,2021
45474,7,89.93,11/11/2020,2021
45475,1,53.6,11/11/2020,2021
45476,1,9.99,11/11/2020,2021
45477,1,16.99,11/11/2020,2021
45478,7,70.93,11/11/2020,2021
45479,5,67.95,11/11/2020,2021
45480,1,29.99,11/11/2020,2021
45481,4,51.96,11/11/2020,2021
45482,1,4.99,11/11/2020,2021
45483,3,37.97,11/11/2020,2021
45484,2,31.98,11/11/2020,2021
45485,4,63.96,11/11/2020,2021
45487,4,34.96,11/11/2020,2021
45488,4,126.42,11/11/2020,2021
45489,12,130.88,11/11/2020,2021
45491,4,63.96,11/11/2020,2021
45492,3,16.97,11/11/2020,2021
45495,2,21.98,11/12/2020,2021
45496,2,33.98,11/12/2020,2021
45498,1,53.6,11/12/2020,2021
45499,4,56.96,11/12/2020,2021
45500,1,10.99,11/12/2020,2021
45501,2,34.98,11/12/2020,2021
45502,4,42.96,11/12/2020,2021
45503,4,45.96,11/12/2020,2021
45504,4,62.96,11/12/2020,2021
45505,2,16.98,11/12/2020,2021
45506,2,93.59,11/12/2020,2021
45507,3,14.97,11/12/2020,2021
45509,4,40.96,11/12/2020,2021
45510,1,53.6,11/12/2020,2021
45511,11,168.89,11/12/2020,2021
45512,3,20.97,11/12/2020,2021
45514,16,234.84,11/12/2020,2021
45516,1,11.99,11/12/2020,2021
45517,2,26.98,11/12/2020,2021
45518,3,30.97,11/12/2020,2021
45519,2,89.59,11/12/2020,2021
45520,4,55.96,11/12/2020,2021
45521,4,39.92,11/12/2020,2021
45522,2,49.98,11/12/2020,2021
45523,1,89.99,11/12/2020,2021
45524,2,94.98,11/12/2020,2021
45525,3,63.97,11/12/2020,2021
45526,4,69.96,11/12/2020,2021
45528,1,18.99,11/13/2020,2021
45529,5,51.95,11/13/2020,2021
45530,2,18.98,11/13/2020,2021
45531,2,22.98,11/13/2020,2021
45532,4,58.96,11/13/2020,2021
45533,2,50.98,11/13/2020,2021
45534,3,71.97,11/13/2020,2021
45535,3,67.97,11/13/2020,2021
45536,5,172.56,11/13/2020,2021
45537,3,30.97,11/13/2020,2021
45539,7,72.93,11/13/2020,2021
45540,1,14.99,11/13/2020,2021
45541,7,215.93,11/13/2020,2021
45543,2,50.98,11/13/2020,2021
45544,8,66.92,11/13/2020,2021
45545,6,75.94,11/13/2020,2021
45546,1,16.99,11/13/2020,2021
45547,7,153.93,11/13/2020,2021
45548,1,8.99,11/13/2020,2021
45549,4,75.96,11/13/2020,2021
45551,4,123.96,11/13/2020,2021
45552,1,4.99,11/13/2020,2021
45553,2,47.98,11/13/2020,2021
45554,2,24.98,11/13/2020,2021
45555,6,98.94,11/13/2020,2021
45556,1,89.99,11/13/2020,2021
45557,3,14.97,11/13/2020,2021
45558,6,141.94,11/13/2020,2021
45559,6,66.94,11/13/2020,2021
45560,6,70.94,11/13/2020,2021
45561,6,57.94,11/13/2020,2021
45562,7,118.93,11/13/2020,2021
45563,3,48.97,11/13/2020,2021
45564,4,95.96,11/13/2020,2021
45565,5,56.95,11/13/2020,2021
45566,2,9.98,11/13/2020,2021
45567,2,12.98,11/13/2020,2021
45568,1,9.99,11/13/2020,2021
45569,2,54.98,11/13/2020,2021
45570,1,18.99,11/13/2020,2021
45571,4,56.96,11/13/2020,2021
45572,12,197.38,11/13/2020,2021
45573,1,199.99,11/13/2020,2021
45575,4,55.96,11/13/2020,2021
45576,1,19.99,11/14/2020,2021
45577,3,39.97,11/14/2020,2021
45578,3,34.97,11/14/2020,2021
45579,5,82.95,11/14/2020,2021
45580,4,105.96,11/14/2020,2021
45581,4,80.96,11/14/2020,2021
45582,4,38.96,11/14/2020,2021
45583,3,38.47,11/14/2020,2021
45584,2,34.98,11/14/2020,2021
45585,6,111.94,11/14/2020,2021
45586,4,45.96,11/14/2020,2021
45587,4,60.96,11/14/2020,2021
45588,5,65.95,11/14/2020,2021
45589,2,44.98,11/14/2020,2021
45590,4,90.96,11/14/2020,2021
45591,2,69.98,11/14/2020,2021
45592,6,182.94,11/14/2020,2021
45593,2,35.98,11/14/2020,2021
45594,2,98.98,11/14/2020,2021
45596,2,39.98,11/14/2020,2021
45597,1,39.99,11/14/2020,2021
45598,8,219.92,11/14/2020,2021
45599,6,58.94,11/14/2020,2021
45600,7,71.93,11/14/2020,2021
45601,1,8.99,11/14/2020,2021
45602,3,53.97,11/14/2020,2021
45603,3,29.97,11/14/2020,2021
45604,2,12.98,11/14/2020,2021
45605,4,148.96,11/14/2020,2021
45606,4,49.96,11/14/2020,2021
45607,5,54.95,11/14/2020,2021
45608,8,150.92,11/14/2020,2021
45609,2,43.98,11/14/2020,2021
45610,2,24.98,11/14/2020,2021
45611,1,17.99,11/14/2020,2021
45614,12,150.08,11/14/2020,2021
45616,5,59.95,11/14/2020,2021
45617,1,29.99,11/14/2020,2021
45618,3,29.97,11/14/2020,2021
45619,2,43.98,11/14/2020,2021
45620,3,24.97,11/14/2020,2021
45621,4,49.96,11/14/2020,2021
45622,1,14.99,11/14/2020,2021
45623,13,117.47,11/14/2020,2021
45625,1,39.99,11/14/2020,2021
45626,4,67.96,11/14/2020,2021
45627,13,235.87,11/14/2020,2021
45628,4,39.96,11/14/2020,2021
45629,1,14.99,11/14/2020,2021
45630,1,19.99,11/14/2020,2021
45631,5,51.95,11/14/2020,2021
45632,2,12.98,11/14/2020,2021
45633,2,12.98,11/14/2020,2021
45634,6,78.94,11/14/2020,2021
45635,2,26.98,11/14/2020,2021
45636,1,9.99,11/14/2020,2021
45637,4,137.96,11/15/2020,2021
45638,5,92.95,11/15/2020,2021
45639,5,68.95,11/15/2020,2021
45640,17,298.83,11/15/2020,2021
45641,1,39.99,11/15/2020,2021
45642,6,80.94,11/15/2020,2021
45643,5,95.95,11/15/2020,2021
45644,3,56.97,11/15/2020,2021
45645,5,48.95,11/15/2020,2021
45649,2,106.98,11/15/2020,2021
45650,3,109.97,11/15/2020,2021
45651,4,47.96,11/15/2020,2021
45652,1,12.99,11/15/2020,2021
45654,4,41.96,11/15/2020,2021
45655,3,27.97,11/15/2020,2021
45657,2,20.98,11/15/2020,2021
45658,7,72.43,11/15/2020,2021
45659,6,83.94,11/15/2020,2021
45661,14,357.86,11/15/2020,2021
45662,3,139.58,11/15/2020,2021
45663,3,22.47,11/15/2020,2021
45664,3,129.97,11/15/2020,2021
45665,4,35.96,11/15/2020,2021
45666,3,50.97,11/15/2020,2021
45667,2,12.98,11/15/2020,2021
45668,5,57.95,11/15/2020,2021
45671,11,161.89,11/15/2020,2021
45672,3,49.97,11/15/2020,2021
45673,1,10.99,11/15/2020,2021
45674,1,9.99,11/15/2020,2021
45675,22,214.18,11/15/2020,2021
45676,1,89.99,11/15/2020,2021
45677,2,37.98,11/15/2020,2021
45678,2,59.98,11/15/2020,2021
45679,4,38.96,11/15/2020,2021
45680,4,109.96,11/15/2020,2021
45681,4,69.96,11/15/2020,2021
45682,6,71.94,11/15/2020,2021
45683,4,22.96,11/15/2020,2021
45684,2,22.98,11/15/2020,2021
45685,4,47.96,11/15/2020,2021
45686,6,249.94,11/15/2020,2021
45687,1,89.99,11/15/2020,2021
45688,7,96.93,11/15/2020,2021
45690,6,107.94,11/15/2020,2021
45691,16,317.84,11/15/2020,2021
45694,8,80.92,11/15/2020,2021
45695,3,43.97,11/15/2020,2021
45696,2,56.48,11/15/2020,2021
45697,7,115.93,11/15/2020,2021
45698,1,10.99,11/15/2020,2021
45702,3,43.97,11/15/2020,2021
45703,2,39.98,11/15/2020,2021
45704,5,80.95,11/15/2020,2021
45705,6,71.44,11/15/2020,2021
45706,5,236.95,11/15/2020,2021
45707,7,75.93,11/15/2020,2021
45709,3,57.97,11/16/2020,2021
45710,2,20.98,11/16/2020,2021
45711,7,145.93,11/16/2020,2021
45712,1,9.99,11/16/2020,2021
45713,6,101.94,11/16/2020,2021
45714,3,26.97,11/16/2020,2021
45715,4,29.96,11/16/2020,2021
45716,1,9.99,11/16/2020,2021
45717,8,165.92,11/16/2020,2021
45718,3,32.97,11/16/2020,2021
45719,5,72.95,11/16/2020,2021
45720,18,261.82,11/16/2020,2021
45721,1,24.99,11/16/2020,2021
45723,4,70.96,11/16/2020,2021
45724,1,8.99,11/16/2020,2021
45725,1,19.99,11/16/2020,2021
45726,1,10.99,11/16/2020,2021
45728,6,93.94,11/16/2020,2021
45729,4,27.96,11/16/2020,2021
45730,2,31.98,11/16/2020,2021
45731,4,46.96,11/16/2020,2021
45732,2,22.98,11/16/2020,2021
45734,2,99.98,11/16/2020,2021
45735,1,9.99,11/16/2020,2021
45736,1,69.99,11/16/2020,2021
45737,1,4.99,11/16/2020,2021
45738,9,474.91,11/16/2020,2021
45739,5,67.95,11/16/2020,2021
45741,2,27.98,11/16/2020,2021
45742,1,29.99,11/16/2020,2021
45743,2,13.98,11/16/2020,2021
45744,1,9.99,11/16/2020,2021
45746,8,78.92,11/16/2020,2021
45747,3,21.97,11/16/2020,2021
45749,3,45.97,11/16/2020,2021
45752,4,37.46,11/16/2020,2021
45753,6,197.94,11/16/2020,2021
45754,5,140.95,11/16/2020,2021
45755,2,9.98,11/16/2020,2021
45756,1,7.99,11/16/2020,2021
45757,2,20.98,11/16/2020,2021
45760,6,79.94,11/16/2020,2021
45761,13,140.87,11/16/2020,2021
45763,4,131.96,11/17/2020,2021
45764,2,43.98,11/17/2020,2021
45765,2,39.98,11/17/2020,2021
45769,1,8.99,11/17/2020,2021
45770,5,256.8,11/17/2020,2021
45771,2,13.98,11/17/2020,2021
45772,2,23.98,11/17/2020,2021
45775,6,78.94,11/17/2020,2021
45776,2,20.98,11/17/2020,2021
45777,4,39.96,11/17/2020,2021
45778,7,211.75,11/17/2020,2021
45779,1,4.99,11/17/2020,2021
45780,2,20.98,11/17/2020,2021
45781,2,20.98,11/17/2020,2021
45785,3,37.97,11/17/2020,2021
45788,2,20.98,11/17/2020,2021
45792,2,57.98,11/17/2020,2021
45793,2,20.98,11/17/2020,2021
45794,3,18.97,11/17/2020,2021
45795,2,20.98,11/17/2020,2021
45796,2,29.98,11/17/2020,2021
45797,7,296.93,11/17/2020,2021
45799,5,56.95,11/17/2020,2021
45800,4,43.96,11/17/2020,2021
45801,4,61.96,11/17/2020,2021
45802,4,89.96,11/17/2020,2021
45803,1,10.99,11/17/2020,2021
45804,10,182.9,11/17/2020,2021
45805,4,138.96,11/17/2020,2021
45806,2,84.98,11/17/2020,2021
45807,2,9.98,11/17/2020,2021
45809,3,106.97,11/18/2020,2021
45810,2,34.98,11/18/2020,2021
45811,1,8.99,11/18/2020,2021
45813,4,57.96,11/18/2020,2021
45814,6,174.94,11/18/2020,2021
45815,1,4.99,11/18/2020,2021
45816,4,32.16,11/18/2020,2021
45817,2,20.98,11/18/2020,2021
45818,1,10.99,11/18/2020,2021
45820,2,17.98,11/18/2020,2021
45821,4,52.96,11/18/2020,2021
45822,2,28.98,11/18/2020,2021
45823,1,8.99,11/18/2020,2021
45824,2,20.98,11/18/2020,2021
45826,9,159.91,11/18/2020,2021
45827,2,23.98,11/18/2020,2021
45829,4,22.96,11/18/2020,2021
45830,4,34.96,11/18/2020,2021
45831,4,29.96,11/18/2020,2021
45832,3,30.97,11/18/2020,2021
45833,1,6.49,11/18/2020,2021
45834,7,101.93,11/18/2020,2021
45835,3,50.97,11/18/2020,2021
45836,2,38.98,11/18/2020,2021
45837,2,13.98,11/18/2020,2021
45838,8,78.92,11/18/2020,2021
45839,3,34.97,11/18/2020,2021
45841,1,10.99,11/19/2020,2021
45842,1,4.99,11/19/2020,2021
45843,4,159.96,11/19/2020,2021
45844,3,45.97,11/19/2020,2021
45845,4,111.96,11/19/2020,2021
45846,4,35.96,11/19/2020,2021
45847,4,44.96,11/19/2020,2021
45848,2,24.98,11/19/2020,2021
45849,9,106.91,11/19/2020,2021
45850,1,8.99,11/19/2020,2021
45851,1,10.99,11/19/2020,2021
45852,2,45.98,11/19/2020,2021
45854,4,54.96,11/19/2020,2021
45855,3,34.97,11/19/2020,2021
