ID,Units,Subtotal,Date,FY
37536,4,71.96,7/5/2020,2021
37573,5,75.95,7/1/2020,2021
37585,3,50.97,7/1/2020,2021
37586,3,89.97,7/1/2020,2021
37587,2,50.98,7/1/2020,2021
37588,2,25.98,7/1/2020,2021
37589,2,16.98,7/1/2020,2021
37590,10,102.9,7/1/2020,2021
37594,5,66.95,7/1/2020,2021
37595,2,26.98,7/1/2020,2021
37596,3,73.97,7/1/2020,2021
37597,2,16.98,7/1/2020,2021
37599,1,10.99,7/1/2020,2021
37600,2,21.98,7/1/2020,2021
37601,4,45.96,7/1/2020,2021
37602,4,39.96,7/1/2020,2021
37603,8,232.42,7/1/2020,2021
37604,1,39.99,7/1/2020,2021
37606,2,26.98,7/1/2020,2021
37607,9,116.91,7/1/2020,2021
37608,1,10.99,7/1/2020,2021
37609,1,18.99,7/1/2020,2021
37610,1,10.99,7/1/2020,2021
37611,1,7.99,7/1/2020,2021
37612,9,160.91,7/1/2020,2021
37613,1,389.99,7/1/2020,2021
37614,7,78.93,7/1/2020,2021
37615,2,15.98,7/1/2020,2021
37616,1,9.99,7/1/2020,2021
37617,5,42.95,7/1/2020,2021
37618,4,50.96,7/1/2020,2021
37619,3,18.97,7/1/2020,2021
37620,5,40.95,7/1/2020,2021
37621,4,28.42,7/1/2020,2021
37622,3,48.97,7/1/2020,2021
37624,10,348.9,7/1/2020,2021
37625,9,92.91,7/1/2020,2021
37626,6,76.94,7/1/2020,2021
37627,1,8.99,7/1/2020,2021
37628,9,103.91,7/1/2020,2021
37629,2,26.98,7/1/2020,2021
37630,5,69.95,7/1/2020,2021
37631,1,8.99,7/1/2020,2021
37632,3,57.97,7/1/2020,2021
37633,7,153.93,7/1/2020,2021
37635,1,6.99,7/1/2020,2021
37636,5,50.95,7/1/2020,2021
37637,2,49.98,7/1/2020,2021
37638,6,58.94,7/1/2020,2021
37639,3,55.97,7/1/2020,2021
37640,2,69.98,7/1/2020,2021
37641,2,13.98,7/1/2020,2021
37642,6,94.94,7/1/2020,2021
37643,5,65.95,7/1/2020,2021
37644,2,51.98,7/1/2020,2021
37645,2,19.98,7/1/2020,2021
37647,3,55.97,7/1/2020,2021
37648,3,28.97,7/1/2020,2021
37649,3,53.97,7/1/2020,2021
37650,5,91.45,7/1/2020,2021
37651,2,16.98,7/1/2020,2021
37654,2,30.98,7/2/2020,2021
37656,7,68.93,7/2/2020,2021
37657,2,18.98,7/2/2020,2021
37658,12,110.88,7/2/2020,2021
37659,2,29.98,7/2/2020,2021
37660,3,75.97,7/2/2020,2021
37661,4,31.96,7/2/2020,2021
37662,8,101.92,7/2/2020,2021
37663,12,215.88,7/2/2020,2021
37664,1,29.99,7/2/2020,2021
37665,3,26.97,7/2/2020,2021
37667,7,61.89,7/2/2020,2021
37668,2,37.98,7/2/2020,2021
37669,20,293.8,7/2/2020,2021
37670,7,202.93,7/2/2020,2021
37672,18,170.78,7/2/2020,2021
37673,8,87.92,7/2/2020,2021
37674,1,16.99,7/2/2020,2021
37675,2,34.98,7/2/2020,2021
37676,2,14.98,7/2/2020,2021
37677,3,34.97,7/2/2020,2021
37678,2,31.98,7/2/2020,2021
37679,11,150.89,7/2/2020,2021
37680,5,51.95,7/2/2020,2021
37681,3,27.97,7/2/2020,2021
37682,1,8.99,7/2/2020,2021
37683,6,67.94,7/2/2020,2021
37684,9,104.91,7/2/2020,2021
37686,3,22.97,7/2/2020,2021
37687,1,19.99,7/2/2020,2021
37688,2,21.98,7/2/2020,2021
37690,11,159.89,7/2/2020,2021
37691,3,23.97,7/2/2020,2021
37692,3,27.97,7/2/2020,2021
37693,2,36.98,7/2/2020,2021
37694,4,40.96,7/2/2020,2021
37695,5,74.95,7/2/2020,2021
37696,7,99.93,7/2/2020,2021
37697,3,59.97,7/2/2020,2021
37698,3,46.97,7/2/2020,2021
37699,2,49.98,7/2/2020,2021
37700,1,11.99,7/2/2020,2021
37701,1,34.99,7/2/2020,2021
37702,2,44.98,7/2/2020,2021
37703,4,63.96,7/2/2020,2021
37704,5,124.95,7/2/2020,2021
37705,3,142.39,7/2/2020,2021
37707,4,39.96,7/2/2020,2021
37708,1,24.99,7/2/2020,2021
37709,9,68.91,7/2/2020,2021
37710,1,29.99,7/2/2020,2021
37711,1,17.99,7/2/2020,2021
37712,9,143.91,7/2/2020,2021
37713,9,132.91,7/2/2020,2021
37714,1,11.99,7/2/2020,2021
37715,1,11.99,7/2/2020,2021
37717,2,37.98,7/2/2020,2021
37718,4,67.96,7/2/2020,2021
37719,23,335.23,7/2/2020,2021
37720,3,25.97,7/2/2020,2021
37721,4,38.96,7/2/2020,2021
37722,2,13.98,7/2/2020,2021
37723,3,35.97,7/2/2020,2021
37724,5,55.95,7/2/2020,2021
37726,2,14.98,7/2/2020,2021
37727,5,53.95,7/2/2020,2021
37728,2,25.98,7/2/2020,2021
37729,1,39.99,7/2/2020,2021
37730,6,91.94,7/2/2020,2021
37731,1,4.99,7/2/2020,2021
37732,1,89.99,7/3/2020,2021
37733,5,44.91,7/3/2020,2021
37734,3,34.97,7/3/2020,2021
37735,2,29.98,7/3/2020,2021
37736,1,17.99,7/3/2020,2021
37737,3,118.97,7/3/2020,2021
37738,2,19.98,7/3/2020,2021
37739,2,20.98,7/3/2020,2021
37740,9,85.91,7/3/2020,2021
37742,2,31.98,7/3/2020,2021
37743,3,41.97,7/3/2020,2021
37744,3,74.97,7/3/2020,2021
37745,10,134.9,7/3/2020,2021
37746,4,66.96,7/3/2020,2021
37747,3,25.97,7/3/2020,2021
37748,3,19.97,7/3/2020,2021
37749,1,8.99,7/3/2020,2021
37750,6,132.94,7/3/2020,2021
37751,5,45.95,7/3/2020,2021
37752,4,53.96,7/3/2020,2021
37753,2,47.98,7/3/2020,2021
37754,6,58.94,7/3/2020,2021
37756,1,9.99,7/3/2020,2021
37757,1,7.99,7/3/2020,2021
37758,4,42.96,7/3/2020,2021
37759,3,79.97,7/3/2020,2021
37760,4,85.96,7/3/2020,2021
37761,3,24.97,7/3/2020,2021
37762,3,50.97,7/3/2020,2021
37763,2,28.98,7/3/2020,2021
37764,7,61.89,7/3/2020,2021
37765,2,9.98,7/3/2020,2021
37766,2,19.98,7/3/2020,2021
37767,5,88.95,7/3/2020,2021
37768,16,190.84,7/3/2020,2021
37769,4,73.96,7/3/2020,2021
37771,4,114.96,7/3/2020,2021
37772,5,45.95,7/3/2020,2021
37773,2,87.98,7/3/2020,2021
37774,5,72.95,7/3/2020,2021
37775,2,24.98,7/3/2020,2021
37776,3,44.97,7/3/2020,2021
37777,3,44.97,7/3/2020,2021
37778,8,132.92,7/3/2020,2021
37779,1,9.99,7/3/2020,2021
37780,9,175.91,7/3/2020,2021
37781,5,82.95,7/3/2020,2021
37782,2,17.98,7/3/2020,2021
37783,1,16.99,7/3/2020,2021
37784,3,20.97,7/3/2020,2021
37785,4,48.96,7/3/2020,2021
37786,8,131.92,7/3/2020,2021
37787,6,46.94,7/3/2020,2021
37788,6,54.94,7/3/2020,2021
37790,3,36.7,7/3/2020,2021
37791,2,29.98,7/3/2020,2021
37792,5,29.95,7/3/2020,2021
37794,3,25.97,7/3/2020,2021
37796,4,58.96,7/3/2020,2021
37797,2,31.98,7/3/2020,2021
37798,3,32.97,7/3/2020,2021
37799,7,118.93,7/3/2020,2021
37800,1,4.99,7/3/2020,2021
37801,10,99.9,7/3/2020,2021
37802,1,17.99,7/3/2020,2021
37803,3,33.97,7/3/2020,2021
37804,4,39.96,7/3/2020,2021
37805,4,54.96,7/3/2020,2021
37806,2,36.98,7/3/2020,2021
37808,4,60.96,7/3/2020,2021
37809,9,146.37,7/3/2020,2021
37810,1,8.99,7/3/2020,2021
37811,7,59.93,7/3/2020,2021
37812,3,32.97,7/3/2020,2021
37814,2,23.98,7/3/2020,2021
37815,2,48.98,7/3/2020,2021
37816,6,58.94,7/3/2020,2021
37817,1,10.99,7/3/2020,2021
37819,13,306.87,7/4/2020,2021
37820,7,68.93,7/4/2020,2021
37821,3,25.97,7/3/2020,2021
37822,4,35.96,7/3/2020,2021
37823,1,24.99,7/3/2020,2021
37825,1,10.99,7/4/2020,2021
37826,2,30.98,7/4/2020,2021
37827,2,49.98,7/4/2020,2021
37828,5,67.91,7/4/2020,2021
37829,18,266.82,7/4/2020,2021
37830,6,84.9,7/4/2020,2021
37831,3,28.97,7/4/2020,2021
37832,10,205.9,7/4/2020,2021
37833,3,43.97,7/4/2020,2021
37834,4,43.96,7/4/2020,2021
37835,1,17.99,7/4/2020,2021
37836,5,43.95,7/4/2020,2021
37837,2,49.98,7/4/2020,2021
37838,2,15.98,7/4/2020,2021
37839,3,41.97,7/4/2020,2021
37840,11,182.85,7/4/2020,2021
37841,13,189.87,7/4/2020,2021
37842,9,68.91,7/4/2020,2021
37843,7,109.93,7/4/2020,2021
37844,4,39.96,7/4/2020,2021
37845,1,6.99,7/4/2020,2021
37846,1,39.99,7/4/2020,2021
37847,3,35.97,7/4/2020,2021
37848,7,80.93,7/4/2020,2021
37849,4,62.96,7/4/2020,2021
37850,1,7.99,7/4/2020,2021
37851,14,280.86,7/4/2020,2021
37852,3,63.97,7/4/2020,2021
37853,2,25.98,7/4/2020,2021
37854,5,95.95,7/4/2020,2021
37855,1,24.99,7/4/2020,2021
37857,3,59.97,7/4/2020,2021
37858,5,64.95,7/4/2020,2021
37859,4,41.96,7/4/2020,2021
37860,13,289.33,7/4/2020,2021
37861,5,153.95,7/4/2020,2021
37862,5,87.95,7/4/2020,2021
37863,4,74.96,7/4/2020,2021
37864,3,72.97,7/4/2020,2021
37866,4,56.92,7/5/2020,2021
37867,6,48.94,7/5/2020,2021
37868,4,46.96,7/5/2020,2021
37869,10,132.9,7/5/2020,2021
37870,7,80.93,7/5/2020,2021
37871,7,163.93,7/5/2020,2021
37872,5,71.95,7/5/2020,2021
37873,7,54.93,7/5/2020,2021
37874,1,8.99,7/13/2020,2021
37875,3,26.97,7/5/2020,2021
37876,4,47.96,7/5/2020,2021
37877,2,17.98,7/5/2020,2021
37878,2,32.98,7/5/2020,2021
37879,3,33.97,7/5/2020,2021
37880,2,15.98,7/5/2020,2021
37881,26,488.74,7/5/2020,2021
37882,1,7.99,7/5/2020,2021
37883,1,15.99,7/5/2020,2021
37884,3,32.97,7/5/2020,2021
37886,1,11.99,7/5/2020,2021
37887,5,273.95,7/5/2020,2021
37888,3,27.97,7/5/2020,2021
37891,5,139.95,7/5/2020,2021
37892,2,24.98,7/5/2020,2021
37894,6,66.94,7/5/2020,2021
37895,8,157.92,7/5/2020,2021
37896,1,39.99,7/5/2020,2021
37897,4,33.96,7/5/2020,2021
37898,3,45.97,7/5/2020,2021
37899,1,6.99,7/5/2020,2021
37900,4,120.96,7/5/2020,2021
37901,8,154.92,7/5/2020,2021
37902,5,73.95,7/5/2020,2021
37903,3,24.97,7/5/2020,2021
37904,3,42.97,7/5/2020,2021
37905,5,50.91,7/5/2020,2021
37906,5,184.95,7/5/2020,2021
37907,2,39.98,7/5/2020,2021
37909,2,28.98,7/5/2020,2021
37910,1,7.99,7/5/2020,2021
37911,7,80.93,7/5/2020,2021
37912,8,83.92,7/5/2020,2021
37914,7,65.93,7/5/2020,2021
37915,2,15.98,7/5/2020,2021
37916,12,160.88,7/5/2020,2021
37917,4,46.96,7/5/2020,2021
37918,2,22.98,7/5/2020,2021
37919,2,40.98,7/5/2020,2021
37920,4,38.96,7/5/2020,2021
37924,2,16.98,7/6/2020,2021
37925,4,50.96,7/6/2020,2021
37926,3,38.97,7/6/2020,2021
37927,6,63.94,7/6/2020,2021
37928,9,241.91,7/6/2020,2021
37929,1,5.99,7/6/2020,2021
37930,1,7.99,7/6/2020,2021
37932,4,56.96,7/6/2020,2021
37934,4,75.96,7/6/2020,2021
37935,2,31.98,7/6/2020,2021
37936,4,53.96,7/6/2020,2021
37937,2,25.98,7/6/2020,2021
37938,7,82.15,7/6/2020,2021
37940,5,201.95,7/6/2020,2021
37942,3,32.97,7/6/2020,2021
37943,2,22.98,7/6/2020,2021
37944,3,70.97,7/6/2020,2021
37946,6,75.94,7/6/2020,2021
37947,4,45.96,7/6/2020,2021
37948,4,58.96,7/6/2020,2021
37950,5,37.95,7/6/2020,2021
37951,11,107.39,7/6/2020,2021
37952,5,112.95,7/6/2020,2021
37953,2,16.98,7/6/2020,2021
37955,2,65.98,7/6/2020,2021
37956,2,59.98,7/6/2020,2021
37957,8,65.92,7/6/2020,2021
37958,2,19.98,7/6/2020,2021
37959,4,39.96,7/6/2020,2021
37960,5,64.95,7/6/2020,2021
37961,6,63.94,7/6/2020,2021
37962,3,18.97,7/6/2020,2021
37963,3,139.97,7/6/2020,2021
37964,1,17.99,7/6/2020,2021
37965,1,17.99,7/6/2020,2021
37966,1,0,7/6/2020,2021
37967,7,68.93,7/6/2020,2021
37968,6,79.94,7/6/2020,2021
37969,12,287.7,7/6/2020,2021
37970,3,149.97,7/6/2020,2021
37971,11,122.89,7/6/2020,2021
37972,7,139.93,7/6/2020,2021
37973,26,551.74,7/6/2020,2021
37974,2,99.98,7/6/2020,2021
37975,2,18.98,7/6/2020,2021
37976,4,75.96,7/6/2020,2021
37977,1,11.99,7/6/2020,2021
37978,2,24.98,7/6/2020,2021
37979,5,41.95,7/6/2020,2021
37980,2,14.98,7/6/2020,2021
37981,1,79.99,7/6/2020,2021
37982,1,17.99,7/7/2020,2021
37985,5,84.95,7/6/2020,2021
37986,2,37.98,7/6/2020,2021
37987,2,41.98,7/6/2020,2021
37988,4,71.96,7/6/2020,2021
37989,6,41.94,7/6/2020,2021
37993,2,84.98,7/7/2020,2021
37995,3,60.97,7/7/2020,2021
37997,1,10.99,7/7/2020,2021
37999,2,17.98,7/7/2020,2021
38000,4,57.96,7/7/2020,2021
38001,4,51.96,7/7/2020,2021
38002,6,43.94,7/7/2020,2021
38003,4,31.96,7/7/2020,2021
38004,3,114.97,7/7/2020,2021
38005,3,109.97,7/7/2020,2021
38006,1,9.99,7/7/2020,2021
38007,4,28.96,7/7/2020,2021
38008,5,72.95,7/7/2020,2021
38009,6,100.94,7/7/2020,2021
38010,4,84.96,7/7/2020,2021
38012,6,75.94,7/7/2020,2021
38013,2,51.98,7/7/2020,2021
38014,4,92.96,7/7/2020,2021
38015,3,57.97,7/7/2020,2021
38017,2,64.98,7/7/2020,2021
38018,4,52.96,7/7/2020,2021
38019,1,84.99,7/7/2020,2021
38020,11,215.89,7/7/2020,2021
38021,10,119.9,7/7/2020,2021
38022,3,67.97,7/7/2020,2021
38023,1,49.99,7/7/2020,2021
38027,1,9.99,7/7/2020,2021
38028,4,30.96,7/7/2020,2021
38029,6,60.94,7/7/2020,2021
38030,1,7.99,7/7/2020,2021
38031,3,20.97,7/7/2020,2021
38032,2,5.98,7/7/2020,2021
38033,6,66.94,7/7/2020,2021
38034,3,44.97,7/7/2020,2021
38035,5,62.95,7/7/2020,2021
38036,1,17.99,7/7/2020,2021
38037,5,172.95,7/7/2020,2021
38038,1,11.99,7/7/2020,2021
38039,5,86.95,7/7/2020,2021
38040,2,19.98,7/7/2020,2021
38041,9,162.91,7/7/2020,2021
38042,2,34.98,7/7/2020,2021
38043,7,103.93,7/7/2020,2021
38044,1,14.99,7/7/2020,2021
38045,1,9.99,7/7/2020,2021
38046,1,39.99,7/7/2020,2021
38047,2,24.98,7/7/2020,2021
38048,14,225.86,7/7/2020,2021
38049,2,40.98,7/7/2020,2021
38050,1,17.99,7/7/2020,2021
38051,4,31.96,7/7/2020,2021
38052,8,79.92,7/7/2020,2021
38053,2,14.48,7/7/2020,2021
38054,2,9.98,7/7/2020,2021
38055,6,90.94,7/7/2020,2021
38056,2,9.98,7/7/2020,2021
38057,3,29.97,7/7/2020,2021
38058,6,56.9,7/7/2020,2021
38059,13,132.87,7/7/2020,2021
38060,3,65.97,7/7/2020,2021
38063,7,126.93,7/8/2020,2021
38064,2,14.98,7/8/2020,2021
38065,3,44.97,7/8/2020,2021
38066,1,4.99,7/8/2020,2021
38067,2,88.98,7/8/2020,2021
38069,3,39.97,7/8/2020,2021
38070,3,44.97,7/8/2020,2021
38071,5,86.95,7/8/2020,2021
38072,5,48.95,7/8/2020,2021
38073,7,84.93,7/8/2020,2021
38074,1,29.99,7/8/2020,2021
38075,2,18.98,7/8/2020,2021
38077,1,10.99,7/8/2020,2021
38078,4,106.96,7/8/2020,2021
38079,8,75.92,7/8/2020,2021
38080,4,115.96,7/8/2020,2021
38081,9,138.91,7/8/2020,2021
38082,4,55.96,7/8/2020,2021
38083,4,71.96,7/8/2020,2021
38084,5,59.45,7/8/2020,2021
38085,1,10.99,7/8/2020,2021
38086,3,64.97,7/8/2020,2021
38087,1,4.99,7/8/2020,2021
38088,1,8.99,7/8/2020,2021
38090,6,68.94,7/8/2020,2021
38091,9,127.91,7/8/2020,2021
38092,1,34.99,7/8/2020,2021
38093,4,38.96,7/8/2020,2021
38094,4,46.96,7/8/2020,2021
38095,4,81.96,7/8/2020,2021
38096,1,15.99,7/8/2020,2021
38097,6,264.94,7/8/2020,2021
38098,2,27.98,7/8/2020,2021
38099,3,34.93,7/8/2020,2021
38100,6,54.94,7/8/2020,2021
38102,1,10.99,7/8/2020,2021
38104,2,15.98,7/8/2020,2021
38105,2,19.98,7/8/2020,2021
38106,10,221.9,7/8/2020,2021
38108,5,59.95,7/8/2020,2021
38112,6,95.94,7/10/2020,2021
38113,2,13.98,7/8/2020,2021
38114,2,32.98,7/8/2020,2021
38115,10,166.86,7/8/2020,2021
38116,1,7.99,7/8/2020,2021
38117,6,110.94,7/8/2020,2021
38118,10,231.9,7/8/2020,2021
38119,1,9.99,7/8/2020,2021
38120,2,61.98,7/8/2020,2021
38121,2,38.98,7/9/2020,2021
38122,8,278.92,7/9/2020,2021
38123,6,27.94,7/9/2020,2021
38124,5,84.95,7/9/2020,2021
38127,8,132.92,7/9/2020,2021
38128,2,43.98,7/9/2020,2021
38129,2,26.98,7/9/2020,2021
38130,4,39.96,7/9/2020,2021
38132,6,144.9,7/9/2020,2021
38133,16,213.84,7/9/2020,2021
38134,4,54.96,7/9/2020,2021
38135,1,9.99,7/9/2020,2021
38139,1,8.99,7/9/2020,2021
38140,4,50.92,7/9/2020,2021
38141,6,89.9,7/9/2020,2021
38144,2,98.98,7/9/2020,2021
38145,1,18.99,7/9/2020,2021
38146,5,50.95,7/9/2020,2021
38147,2,15.98,7/9/2020,2021
38148,9,181.91,7/9/2020,2021
38151,5,49.95,7/9/2020,2021
38152,6,87.94,7/9/2020,2021
38153,6,83.94,7/9/2020,2021
38154,3,72.97,7/9/2020,2021
38155,1,17.99,7/9/2020,2021
38156,4,70.96,7/9/2020,2021
38157,4,47.96,7/9/2020,2021
38158,12,151.88,7/9/2020,2021
38159,2,14.98,7/9/2020,2021
38160,9,110.91,7/9/2020,2021
38161,2,17.98,7/9/2020,2021
38162,4,25.96,7/9/2020,2021
38163,2,15.98,7/9/2020,2021
38164,4,43.96,7/9/2020,2021
38165,11,109.89,7/9/2020,2021
38166,1,9.99,7/9/2020,2021
38167,10,316.9,7/9/2020,2021
38168,6,65.94,7/9/2020,2021
38169,8,109.38,7/9/2020,2021
38170,9,147.91,7/9/2020,2021
38171,5,58.95,7/9/2020,2021
38172,2,5.98,7/9/2020,2021
38175,5,43.95,7/10/2020,2021
38176,1,8.99,7/10/2020,2021
38177,5,48.95,7/10/2020,2021
38178,2,26.98,7/10/2020,2021
38179,9,126.91,7/10/2020,2021
38180,14,158.28,7/10/2020,2021
38181,1,8.99,7/10/2020,2021
38182,2,45.98,7/10/2020,2021
38183,4,115.96,7/10/2020,2021
38184,4,53.96,7/10/2020,2021
38185,8,216.92,7/10/2020,2021
38186,5,53.95,7/10/2020,2021
38187,3,27.97,7/10/2020,2021
38188,1,24.99,7/10/2020,2021
38189,3,27.97,7/10/2020,2021
38190,3,28.97,7/10/2020,2021
38191,7,108.93,7/10/2020,2021
38192,2,29.98,7/10/2020,2021
38193,4,56.96,7/10/2020,2021
38194,3,31.97,7/10/2020,2021
38195,7,77.93,7/10/2020,2021
38196,1,19.99,7/10/2020,2021
38197,3,33.17,7/10/2020,2021
38198,3,23.97,7/10/2020,2021
38199,5,86.95,7/10/2020,2021
38200,1,2.99,7/10/2020,2021
38201,6,181.94,7/10/2020,2021
38202,12,162.88,7/10/2020,2021
38203,1,19.99,7/10/2020,2021
38205,4,55.96,7/10/2020,2021
38206,5,51.95,7/10/2020,2021
38207,4,47.96,7/10/2020,2021
38208,1,4.99,7/10/2020,2021
38210,2,32.98,7/10/2020,2021
38211,2,45.98,7/10/2020,2021
38212,6,142.94,7/10/2020,2021
38213,3,33.97,7/10/2020,2021
38214,2,36.98,7/10/2020,2021
38215,4,51.96,7/10/2020,2021
38216,1,8.99,7/10/2020,2021
38217,4,69.96,7/10/2020,2021
38218,5,113.95,7/10/2020,2021
38219,3,41.97,7/10/2020,2021
38220,1,6.99,7/10/2020,2021
38221,5,46.95,7/10/2020,2021
38222,4,127.96,7/10/2020,2021
38223,2,37.98,7/10/2020,2021
38224,6,110.94,7/10/2020,2021
38225,1,4.99,7/10/2020,2021
38226,10,113.9,7/10/2020,2021
38227,2,26.98,7/10/2020,2021
38228,4,43.96,7/10/2020,2021
38229,6,119.94,7/10/2020,2021
38230,1,10.99,7/10/2020,2021
38231,1,8.99,7/10/2020,2021
38232,2,16.98,7/10/2020,2021
38233,5,50.95,7/10/2020,2021
38234,2,23.98,7/10/2020,2021
38235,4,73.96,7/10/2020,2021
38236,5,132.95,7/10/2020,2021
38237,13,441.87,7/10/2020,2021
38238,6,82.94,7/10/2020,2021
38239,4,61.96,7/10/2020,2021
38240,4,86.96,7/10/2020,2021
38241,5,44.95,7/10/2020,2021
38242,11,123.89,7/10/2020,2021
38243,3,91.97,7/10/2020,2021
38244,10,85.9,7/10/2020,2021
38245,5,40.95,7/10/2020,2021
38246,11,234.9,7/10/2020,2021
38247,2,22.98,7/11/2020,2021
38249,3,20.97,7/11/2020,2021
38250,3,33.97,7/11/2020,2021
38251,5,62.95,7/11/2020,2021
38253,17,274.83,7/11/2020,2021
38254,2,35.98,7/11/2020,2021
38255,1,19.99,7/11/2020,2021
38256,4,94.96,7/11/2020,2021
38257,2,20.98,7/11/2020,2021
38258,6,60.94,7/11/2020,2021
38259,1,10.99,7/11/2020,2021
38260,3,36.97,7/11/2020,2021
38261,21,176.79,7/11/2020,2021
38262,9,66.91,7/11/2020,2021
38263,2,26.98,7/11/2020,2021
38264,7,148.93,7/11/2020,2021
38266,2,20.98,7/11/2020,2021
38267,1,38.99,7/11/2020,2021
38268,6,87.94,7/11/2020,2021
38270,5,46.95,7/11/2020,2021
38271,6,80.94,7/11/2020,2021
38272,5,51.95,7/11/2020,2021
38273,1,79.99,7/11/2020,2021
38274,3,62.97,7/11/2020,2021
38275,5,160.95,7/11/2020,2021
38277,12,211.88,7/11/2020,2021
38278,1,19.99,7/11/2020,2021
38279,12,262.88,7/11/2020,2021
38280,2,44.98,7/11/2020,2021
38281,8,59.92,7/11/2020,2021
38282,10,102.9,7/11/2020,2021
38283,5,43.95,7/11/2020,2021
38284,3,26.97,7/11/2020,2021
38285,5,59.95,7/11/2020,2021
38286,2,21.98,7/11/2020,2021
38287,3,23.97,7/11/2020,2021
38288,4,44.96,7/11/2020,2021
38289,4,44.96,7/11/2020,2021
38290,6,148.94,7/11/2020,2021
38291,3,55.97,7/11/2020,2021
38292,5,61.95,7/11/2020,2021
38293,2,16.98,7/11/2020,2021
38294,4,34.96,7/11/2020,2021
38295,3,52.97,7/11/2020,2021
38296,2,21.98,7/11/2020,2021
38297,2,19.98,7/11/2020,2021
38298,11,142.89,7/11/2020,2021
38299,3,32.97,7/11/2020,2021
38302,3,45.97,7/11/2020,2021
38303,4,42.96,7/11/2020,2021
38304,1,18.99,7/11/2020,2021
38305,14,220.86,7/11/2020,2021
38306,1,8.99,7/11/2020,2021
38307,2,58.98,7/11/2020,2021
38309,2,59.98,7/11/2020,2021
38310,1,8.99,7/11/2020,2021
38311,7,77.93,7/11/2020,2021
38313,1,8.99,7/11/2020,2021
38314,6,89.94,7/12/2020,2021
38315,6,59.94,7/12/2020,2021
38316,2,60.98,7/12/2020,2021
38317,1,9.99,7/12/2020,2021
38318,2,33.98,7/12/2020,2021
38319,6,97.94,7/12/2020,2021
38320,9,102.91,7/12/2020,2021
38321,8,86.92,7/12/2020,2021
38323,6,89.94,7/12/2020,2021
38324,6,72.94,7/12/2020,2021
38325,8,207.92,7/12/2020,2021
38326,2,17.98,7/12/2020,2021
38328,1,49.99,7/12/2020,2021
38329,2,22.98,7/12/2020,2021
38330,3,24.97,7/12/2020,2021
38331,3,34.97,7/12/2020,2021
38332,4,46.97,7/12/2020,2021
38333,2,114.98,7/12/2020,2021
38334,5,51.95,7/12/2020,2021
38335,7,207.93,7/12/2020,2021
38336,6,55.94,7/12/2020,2021
38337,3,30.97,7/12/2020,2021
38338,4,34.96,7/12/2020,2021
38339,2,27.98,7/12/2020,2021
38340,4,146.96,7/12/2020,2021
38341,7,106.93,7/12/2020,2021
38342,9,229.91,7/12/2020,2021
38343,2,27.98,7/12/2020,2021
38344,8,65.88,7/12/2020,2021
38345,8,138.92,7/12/2020,2021
38346,2,18.98,7/13/2020,2021
38347,6,87.94,7/12/2020,2021
38348,3,75.97,7/12/2020,2021
38349,9,118.91,7/12/2020,2021
38350,8,240.92,7/12/2020,2021
38351,3,33.17,7/12/2020,2021
38352,2,41.98,7/12/2020,2021
38353,3,54.97,7/12/2020,2021
38354,2,17.98,7/12/2020,2021
38355,8,96.92,7/12/2020,2021
38357,1,2.99,7/13/2020,2021
38358,4,40.96,7/13/2020,2021
38361,14,182.86,7/13/2020,2021
38362,2,23.98,7/13/2020,2021
38363,7,69.93,7/13/2020,2021
38364,3,33.97,7/13/2020,2021
38365,1,12.99,7/13/2020,2021
38366,7,209.93,7/13/2020,2021
38367,3,41.97,7/13/2020,2021
38369,2,25.98,7/13/2020,2021
38371,4,69.96,7/13/2020,2021
38372,7,105.93,7/13/2020,2021
38373,1,13.99,7/13/2020,2021
38374,2,48.98,7/13/2020,2021
38375,2,59.98,7/13/2020,2021
38376,9,110.91,7/13/2020,2021
38377,3,67.97,7/13/2020,2021
38378,3,35.97,7/13/2020,2021
38379,2,15.98,7/13/2020,2021
38380,9,78.91,7/13/2020,2021
38381,7,82.93,7/13/2020,2021
38383,3,68.97,7/13/2020,2021
38384,1,18.99,7/13/2020,2021
38385,1,14.99,7/13/2020,2021
38386,5,111.95,7/13/2020,2021
38387,2,14.98,7/13/2020,2021
38388,1,9.99,7/13/2020,2021
38389,1,22.99,7/13/2020,2021
38390,2,30.98,7/13/2020,2021
38392,3,42.97,7/13/2020,2021
38393,10,139.9,7/13/2020,2021
38394,3,36.97,7/13/2020,2021
38395,5,53.95,7/13/2020,2021
38397,6,59.94,7/13/2020,2021
38398,1,9.99,7/13/2020,2021
38399,2,20.98,7/13/2020,2021
38400,3,41.97,7/13/2020,2021
38401,3,38.97,7/13/2020,2021
38402,5,34.95,7/13/2020,2021
38403,4,48.96,7/13/2020,2021
38405,3,34.97,7/13/2020,2021
38408,3,61.97,7/13/2020,2021
38409,8,123.92,7/13/2020,2021
38411,1,25.99,7/14/2020,2021
38412,3,41.97,7/14/2020,2021
38413,2,26.98,7/14/2020,2021
38414,4,44.96,7/14/2020,2021
38415,3,49.97,7/14/2020,2021
38416,11,145.89,7/14/2020,2021
38417,3,53.97,7/14/2020,2021
38418,6,61.94,7/14/2020,2021
38419,5,47.95,7/14/2020,2021
38421,3,24.97,7/14/2020,2021
38422,2,9.98,7/14/2020,2021
38423,3,59.97,7/14/2020,2021
38424,10,256.9,7/14/2020,2021
38426,15,340.85,7/14/2020,2021
38427,1,8.99,7/14/2020,2021
